Incident.day	Incident.month	Incident.year	Latitude	Longitude	Shark.common.name	Shark.scientific.name	Provoked.unprovoked	Victim.activity	Injury.location	Injury.description	Injury.severity\xca	Victim.gender	Victim.age	Time.of.incident
2	2	1957	-16.38333333	122.9166667	tiger shark	Galeocerdo cuvier	unprovoked	swimming				male		
23	4	1957	-32.93333333	151.75	wobbegong	Orectolobidae	unprovoked	swimming	foot		minor lacerations	male	15	
13	4	1957	-10.56666667	142.2166667	tiger shark	Galeocerdo cuvier	provoked	swimming	"arm, shoulder"		major lacerations	male	22	1400
11	5	1957	-32.68333333	152.1833333	white shark	Carcharodon carcharias	provoked	spearfishing	thigh		minor lacerations	male	28	
9	7	1957	-10.58333333	142.2166667	tiger shark	Galeocerdo cuvier	provoked	snorkelling	arm		major lacerations	male	36	
19	1	1958	-28.53333333	153.55	wobbegong	Orectolobidae	unprovoked	swimming	foot		other: teeth marks	male	14	
27	1	1958	-35.2	150.55	white shark	Carcharodon carcharias	provoked	spearfishing	leg		minor lacerations	male	17	
9	2	1958	-33.05	151.6333333	bull shark	Carcharhinus leucas	provoked	fishing	other: uninjured			male		
10	3	1958	-9.75	143.4	tiger shark	Galeocerdo cuvier	provoked	spearfishing	leg		major lacerations	male	24	
23	3	1958	-38.21666667	145.0166667	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	other: uninjured			male		
1	9	1958	-32.71666667	152.1666667	wobbegong	Orectolobidae	provoked	spearfishing	"arm, hand"		minor lacerations	male		
23	11	1958	-28	153.4166667	tiger shark	Galeocerdo cuvier	unprovoked	swimming	torso		major lacerations	male	22	
31	1	1959	-31.95	115.85	bull shark	Carcharhinus leucas	provoked	fishing	calf		abrasion	male	20	
17	1	1959	-26.66666667	153.1166667	wobbegong	Orectolobidae	unprovoked	swimming	foot		minor lacerations	male	18	0920
17	1	1959	-43.15	147.85	white shark	Carcharodon carcharias	provoked	swimming	other: body not recovered			male	22	1630
25	1	1959	-39.85	143.8333333	white shark	Carcharodon carcharias	unprovoked	unmotorised boating	leg		abrasion	male	16	
5	4	1959	-34.3	150.9166667	whaler shark	Carcharhinidae	provoked	spearfishing	other: uninjured			male		
11	4	1959	-10.58333333	142.2166667	tiger shark	Galeocerdo cuvier	provoked		"arm, hand"		major lacerations	male	43	
22	11	1959	-28.01666667	153.4333333	tiger shark	Galeocerdo cuvier	provoked	swimming	leg		major lacerations	male	19	1100
29	11	1959	-38.45	144.0833333	white shark	Carcharodon carcharias	unprovoked	swimming	leg		major lacerations	male	19	1430
19	12	1959	-27.43333333	153.1666667	tiger shark	Galeocerdo cuvier	unprovoked	swimming			major lacerations	male	29	
29	12	1959	-27.23333333	153.1	tiger shark	Galeocerdo cuvier	provoked	boarding	other: uninjured			male		
15	1	1960	-37.98333333	145.0166667	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	head		minor lacerations	male		
16	1	1960	-33.76666667	151.2	bull shark	Carcharhinus leucas	unprovoked	snorkelling	leg		major lacerations	male	13	1530
3	4	1960	-38.16666667	145.0666667	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	head		minor lacerations	male		
13	4	1960	-30.86666667	153.0333333	white shark	Carcharodon carcharias	unprovoked	swimming	"arm, torso"		abrasion	male	17	
3	4	1960	-32.6	152.3166667	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	other: uninjured			male		
27	11	1960	-21.13333333	149.2	whaler shark	Carcharhinidae	unprovoked	swimming	"arm, shoulder"		minor lacerations	male	44	1445
3	11	1960	-34.21666667	115.0166667	wobbegong	Orectolobidae	provoked	spearfishing	arm		abrasion	male	24	
27	12	1960	-33.78333333	151.2833333	whaler shark	Carcharhinidae	unprovoked	swimming	torso		abrasion	female	27	
20	12	1960	-27.36666667	153.15	bull shark	Carcharhinus leucas	unprovoked	swimming	thigh		minor lacerations	male	33	0900
14	1	1961	-30.63333333	153.1833333	dogfish	Squalidae	provoked	swimming	head		minor lacerations	male	40	
17	2	1961	-38.26666667	145.0166667	wobbegong	Orectolobidae	unprovoked	swimming			abrasion	female		
1	2	1961	-32.11666667	115.65	wobbegong	Orectolobidae	provoked	spearfishing	other: uninjured			male		
30	3	1961	-34.96666667	138.5	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	leg		abrasion	male	24	
18	3	1961	-38.38333333	142.4833333	white shark	Carcharodon carcharias	unprovoked	swimming	torso		major lacerations	male	21	1700
12	3	1961	-35.28333333	138.4333333	white shark	Carcharodon carcharias	provoked	spearfishing	"arm, leg"		major lacerations	male	21	1430
3	4	1961	-38.46666667	145.0166667	dusky shark	Carcharhinus obscurus	provoked	spearfishing	other: uninjured			male	24	0830
18	12	1961	-26.36666667	153.0833333	bull shark	Carcharhinus leucas	unprovoked	boarding	"arm, leg"		major lacerations	male	22	0600
28	12	1961	-21.06666667	149.2166667	tiger shark	Galeocerdo cuvier	unprovoked	swimming	"arm, hand"		major lacerations	male	24	1615
28	12	1961	-21.06666667	149.2166667	tiger shark	Galeocerdo cuvier	unprovoked	swimming	"arm, thigh"		major lacerations	female	18	1615
13	12	1961	-10.38333333	142.2833333	tiger shark	Galeocerdo cuvier	unprovoked	swimming	leg		major lacerations	male	17	1400
14	1	1962	-28.78333333	153.5833333	white shark	Carcharodon carcharias	unprovoked	boarding	foot		major lacerations	male	19	
7	1	1962	-33.73333333	151.3	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		
4	2	1962	-28.15	153.5333333	wobbegong	Orectolobidae	provoked	swimming	leg		other: teeth marks	male	35	1430
29	11	1962	-33.73333333	151.3166667	whaler shark	Carcharhinidae	provoked	spearfishing	other: uninjured			male	26	
10	12	1962	-35.4	138.3166667	white shark	Carcharodon carcharias	provoked	spearfishing	leg		major lacerations	male	16	1300
28	1	1963	-33.78333333	151.2333333	bull shark	Carcharhinus leucas	unprovoked	other: standing in water	leg		major lacerations	female	32	
24	2	1963	-34.3	150.9333333	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	calf		minor lacerations	male	18	
13	4	1963	-33.63333333	115	white shark	Carcharodon carcharias	unprovoked	boarding	arm		major lacerations	male	25	
8	12	1963	-35.28333333	138.4333333	white shark	Carcharodon carcharias	provoked	spearfishing	"arm, torso"		minor lacerations	male	23	
1	1	1964	-31.95	115.85	whaler shark	Carcharhinidae	provoked	spearfishing	other: uninjured			male		
18	1	1964	-34.21666667	115.0166667	wobbegong	Orectolobidae	provoked	spearfishing	arm		other: teeth marks	male		
28	3	1964	-35.53333333	138.6166667	white shark	Carcharodon carcharias	unprovoked	boarding	thigh		major lacerations	male	19	
4	10	1964	-32.51666667	115.6833333			provoked	swimming	leg		other: teeth marks	male	19	
29	11	1964	-38.41666667	142	white shark	Carcharodon carcharias	provoked	snorkelling	leg		major lacerations	male	25	1330
16	1	1965	-37.83333333	144.9333333	wobbegong	Orectolobidae	provoked	other: standing in water	thigh		minor lacerations	male		
3	11	1965	-16.91666667	145.7666667	tiger shark	Galeocerdo cuvier	unprovoked	boarding	thigh		other: teeth marks	male	24	
27	12	1965	-31.98333333	115.5333333	wobbegong	Orectolobidae	provoked	spearfishing	leg		other: teeth marks	male	40	
27	2	1966	-34.28333333	150.9333333	white shark	Carcharodon carcharias	unprovoked	swimming	"arm, leg"		major lacerations	male	13	1400
20	5	1966	-35.03333333	150.7166667	white shark	Carcharodon carcharias	unprovoked	swimming	"arm, shoulder"		major lacerations	male	40	
8	9	1966	-31.98333333	115.5333333	shortfin mako shark	Isurus oxyrinchus	provoked	spearfishing	other: uninjured			male		
26	12	1966	-33.91666667	151.25	wobbegong	Orectolobidae	provoked	spearfishing	leg		major lacerations	male		
26	12	1966	-23.43333333	151.9	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	"torso, shoulder"		major lacerations	male		
31	12	1966	-41.86666667	148.3	white shark	Carcharodon carcharias	provoked	swimming	arm		minor lacerations	male	30	1320
27	12	1966	-30.88333333	153.05	wobbegong	Orectolobidae	provoked	spearfishing	"arm, hand"		major lacerations	male	19	
15	4	1967	-34.41666667	150.8833333	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	"arm, hand"		minor lacerations	male	21	
19	8	1967	-30.25	115.0166667	white shark	Carcharodon carcharias	provoked	spearfishing	torso		major lacerations	male	23	
20	2	1968	-31.95	115.85	bull shark	Carcharhinus leucas	unprovoked	swimming	thigh		minor lacerations	female	12	
4	2	1968	-35.6	138.0833333	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	other: uninjured			male	26	1830
12	9	1968	-35	136.1666667	white shark	Carcharodon carcharias	provoked	diving	other: uninjured			male		
27	1	1969	-35	150.8166667	bronze whaler shark	Carcharhinus brachyurus	provoked	snorkelling	leg		minor lacerations	male	21	0730
24	6	1969	-34.66666667	150.85	wobbegong	Orectolobidae	provoked	spearfishing	"leg, hand"		minor lacerations	male	37	1500
29	11	1969	-31.95	115.85	bull shark	Carcharhinus leucas	unprovoked	swimming	leg		minor lacerations	male	15	
2	1	1971	-41.15	148.35	school shark	Galeorhinus galeus	unprovoked	swimming	torso		minor lacerations	male		1640
8	2	1971	-33.85	121.8833333	whaler shark	Carcharhinidae	provoked	spearfishing	"arm, hand"		major lacerations	male	21	
10	12	1971	-23.48333333	151.2	tiger shark	Galeocerdo cuvier	unprovoked	swimming	other: body not recovered			male	19	1500
20	2	1972	-38.81666667	148.0833333	white shark	Carcharodon carcharias	unprovoked	boarding	leg		minor lacerations	male	18	
1	4	1972	-27.46666667	153.2333333			unprovoked	swimming	leg		minor lacerations	female		
8	8	1972	-43.23333333	148	white shark	Carcharodon carcharias	provoked	diving	foot		minor lacerations	male	45	1115
21	10	1972	-35.35	150.4666667	white shark	Carcharodon carcharias	unprovoked	boarding	thigh		major lacerations	male	18	0830
21	10	1972	-17.1	146.4	whaler shark	Carcharhinidae	provoked	spearfishing	arm		minor lacerations	male	24	
1	11	1972	-35	136.1666667	white shark	Carcharodon carcharias	provoked	diving	other: uninjured			male		
10	1	1973	-33.51666667	151.3166667	white shark	Carcharodon carcharias	unprovoked	boarding	foot		minor lacerations	male	19	
25	3	1973	-18.51666667	146.35	tiger shark	Galeocerdo cuvier	unprovoked	swimming	"arm, hand"		minor lacerations	male	43	
25	8	1973	-27.41666667	153.5333333	white shark	Carcharodon carcharias	unprovoked	boarding	foot		major lacerations	male	16	0730
3	11	1973	-17.68333333	139.3666667	bull shark	Carcharhinus leucas	unprovoked	swimming	leg		minor lacerations	male		
9	1	1974	-32.76666667	134.2	white shark	Carcharodon carcharias	provoked	diving	"arm, leg, torso"		major lacerations	male	25	1300
1	9	1974	-27.73333333	153.6833333	tiger shark	Galeocerdo cuvier	unprovoked	swimming	torso			male	30	
10	12	1974	-33.63333333	115.35	wobbegong	Orectolobidae	unprovoked	diving				male	32	
19	1	1975	-34.68333333	135.35	white shark	Carcharodon carcharias	unprovoked	boarding	torso			male	17	1100
27	2	1975	-38.93333333	146.2333333	white shark	Carcharodon carcharias	unprovoked	boarding	thigh		minor lacerations	male	22	
7	2	1975	-32.08333333	132.9666667	white shark	Carcharodon carcharias	provoked	snorkelling	leg		major lacerations	male	12	
9	2	1975	-38.4	144.1833333	wobbegong	Orectolobidae	provoked	snorkelling	"torso, shoulder"		minor lacerations	male	45	
18	3	1975	-16.55	139.4	tiger shark	Galeocerdo cuvier	unprovoked	swimming	"arm, hand"		major lacerations	female		
26	7	1975	-26.65	153.0833333	white shark	Carcharodon carcharias	unprovoked	boarding	"leg, pelvic region"		major lacerations	male	21	1700
30	7	1975	-43.35	147.35	white shark	Carcharodon carcharias	provoked	diving	other: body not recovered			male	37	1300
20	11	1975	-33.78333333	151.2833333	wobbegong	Orectolobidae	provoked	spearfishing	leg		minor lacerations	male	20	1215
19	9	1976	-32.98333333	137.7833333	white shark	Carcharodon carcharias	provoked	spearfishing	leg		major lacerations	male	17	
26	2	1977	-28.23333333	153.5666667	tiger shark	Galeocerdo cuvier	unprovoked	boarding			major lacerations	male	24	
13	3	1977	-27.25	153.25	tiger shark	Galeocerdo cuvier	unprovoked	swimming	other: body not recovered			male	43	
13	3	1977	-27.25	153.25	tiger shark	Galeocerdo cuvier	unprovoked	swimming	torso			male	74	
25	4	1977	-28.08333333	153.45	bull shark	Carcharhinus leucas	unprovoked	swimming	leg		major lacerations	male	19	
23	8	1977	-26.68333333	153.1333333	tiger shark	Galeocerdo cuvier	unprovoked	snorkelling	"arm, torso, foot"		major lacerations	male	26	
31	8	1977	-32.08333333	132.9666667	white shark	Carcharodon carcharias	unprovoked	boarding	thigh		minor lacerations	male	17	
28	8	1978	-31.76666667	115.7166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	15	0730
1	9	1978	-43.16666667	147.9833333	white shark	Carcharodon carcharias	provoked	diving	other: uninjured			male	34	1200
29	12	1978	-26.8	153.1166667	bull shark	Carcharhinus leucas	unprovoked	swimming	leg		other: teeth marks	male	15	
2	1	1979	-26.66666667	153.1166667	bronze whaler shark	Carcharhinus brachyurus	provoked	swimming	other: uninjured			male		
16	9	1979	-28.63333333	153.6166667	whaler shark	Carcharhinidae	unprovoked	swimming	thigh		minor lacerations	male	18	
5	1	1980	-32.43333333	152.5166667	wobbegong	Orectolobidae	provoked	diving	arm		minor lacerations	male		
2	3	1980	-38.41666667	145.05	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	"arm, hand"		minor lacerations	male	42	1130
28	3	1980	-27.41666667	153.5333333	whaler shark	Carcharhinidae	unprovoked	boarding	calf		minor lacerations	male	21	
1	9	1980	-32.08333333	132.9666667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		
22	10	1980	-16.91666667	145.7666667	grey reef shark	Carcharhinus amblyrhynchos	provoked	diving	head		minor lacerations	female		
18	11	1980	-31	115.3	white shark	Carcharodon carcharias	unprovoked	swimming	torso		major lacerations	male		
1	1	1981	-28.63333333	153.6166667	tiger shark	Galeocerdo cuvier	unprovoked	boarding	other: uninjured			male	27	0700
7	2	1981	-32	115.5166667	wobbegong	Orectolobidae	unprovoked	swimming	leg		surface wound	male	37	
16	2	1981	-32.01666667	115.7333333	wobbegong	Orectolobidae	unprovoked	other: standing in water	foot		other: teeth marks	male		
13	12	1981	-16.75	145.9666667	tiger shark	Galeocerdo cuvier	unprovoked	swimming	torso		major lacerations	female		
1	2	1982	-43.51666667	146.9	white shark	Carcharodon carcharias	provoked	diving	other: uninjured			male		
28	2	1982	-43.56666667	146.8833333	white shark	Carcharodon carcharias	provoked	spearfishing	other: body not recovered			male	32	
7	3	1982	-28.63333333	153.6166667	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	20	
25	7	1983	-18.9	147.7333333	tiger shark	Galeocerdo cuvier	unprovoked	swimming				male	33	
25	7	1983	-18.68333333	147.1	tiger shark	Galeocerdo cuvier	unprovoked	swimming	other: body not recovered			female	21	0400
25	7	1983	-18.68333333	147.1	tiger shark	Galeocerdo cuvier	unprovoked	swimming	other: body not recovered			male	24	
12	11	1983	-28.16666667	153.5333333	tiger shark	Galeocerdo cuvier	unprovoked	swimming	thigh		minor lacerations	male	10	
1	12	1983	-35.31666667	136.1	white shark	Carcharodon carcharias	provoked	diving	"arm, hand"		minor lacerations	male		
11	2	1984	-21.13333333	149.1833333	tiger shark	Galeocerdo cuvier	unprovoked	swimming	"arm, hand"		major lacerations	male	27	
1	3	1984	-23.13333333	113.7666667	whaler shark	Carcharhinidae	unprovoked	other: standing in water	calf		minor lacerations	male	25	
16	3	1984	-31.83333333	115.75	wobbegong	Orectolobidae	unprovoked	other: standing in water	leg		other: teeth marks	male		
15	6	1984	-43.23333333	147.7833333	white shark	Carcharodon carcharias	provoked	diving				male		
1	9	1984	-14.11666667	129.5333333	tiger shark	Galeocerdo cuvier	unprovoked	other: standing in water	"arm, head, torso"		minor lacerations	female	27	
1	10	1984	-28.68333333	153.6166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	25	0700
14	10	1984	-43.13333333	148	white shark	Carcharodon carcharias	provoked	diving				male		
30	11	1984	-21.05	149.1833333	tiger shark	Galeocerdo cuvier	unprovoked	swimming	"arm, head, torso"		major lacerations	male	15	1200
1	2	1985	-38.33333333	144.3	white shark	Carcharodon carcharias	unprovoked	boarding				male	36	0600
1	3	1985	-31.85	115.75	wobbegong	Orectolobidae	provoked	diving	thigh		minor lacerations	female	20	1030
3	3	1985	-34.46666667	136.0166667	white shark	Carcharodon carcharias	unprovoked	snorkelling	torso		major lacerations	female	33	1230
1	9	1985	-13.91666667	146.6166667	whitetip reef shark	Triaenodon obesus	provoked	diving	"arm, hand"		surface wound	male		
14	12	1985	-29.91666667	153.3833333	wobbegong	Orectolobidae	provoked	diving	thigh		other: teeth marks	male		
1	1	1986	-10.66666667	142.1833333	tiger shark	Galeocerdo cuvier	provoked	spearfishing				male		
16	3	1986	-12.36666667	130.8333333	wobbegong	Orectolobidae	provoked	swimming	leg		other: teeth marks	male	13	
18	5	1986	-33.81666667	151.3	wobbegong	Orectolobidae	unprovoked	diving	"arm, hand"		minor lacerations	male	41	0930
3	8	1986	-33.81666667	151.3	wobbegong	Orectolobidae	unprovoked	diving	thigh		other: teeth marks	female		1130
1	10	1986	-12.15	96.81666667	tiger shark	Galeocerdo cuvier	unprovoked	boarding				male	39	1100
6	1	1987	-14.66666667	145.45	tiger shark	Galeocerdo cuvier	unprovoked	swimming	calf		minor lacerations	male	38	0730
28	1	1987	-13.91666667	146.6166667	whitetip reef shark	Triaenodon obesus	provoked	diving	"torso, pelvic region"		abrasion	female		
2	2	1987	-32.16666667	152.5166667	wobbegong	Orectolobidae	provoked	diving	thigh		other: teeth marks	female	17	0945
4	2	1987	-38.46666667	144.8833333	white shark	Carcharodon carcharias	unprovoked	boarding			major lacerations	male		
30	3	1987	-33.88333333	121.8166667	white shark	Carcharodon carcharias	unprovoked	boarding	leg			male	19	1730
1	4	1987	-32.16666667	115.65	wobbegong	Orectolobidae	unprovoked	swimming	leg		other: teeth marks	male		
18	9	1987	-34.91666667	138.5833333	white shark	Carcharodon carcharias	unprovoked	diving				male	47	
1	10	1987	-14.16666667	132.1833333	bull shark	Carcharhinus leucas	unprovoked	swimming	arm		minor lacerations	female		
10	12	1987	-14.66666667	145.45	hammerhead shark 	Sphyrnidae	provoked	diving	other: uninjured			male		1200
4	7	1988	-33.26666667	151.5666667	white shark	Carcharodon carcharias	unprovoked	swimming	calf		minor lacerations	female	10	
6	10	1988	-34.91666667	138.5833333	white shark	Carcharodon carcharias	unprovoked	boarding	"leg, hand"		other: teeth marks	male	15	1215
1	10	1988	-23.9	152.3833333	tiger shark	Galeocerdo cuvier	provoked	spearfishing	other: uninjured			male		
22	10	1988	-38.5	145.2666667	white shark	Carcharodon carcharias	unprovoked	boarding	calf		minor lacerations	male	35	1500
8	11	1988	-23.11666667	150.7333333	tiger shark	Galeocerdo cuvier	unprovoked	swimming	torso			male	17	
7	11	1988	-23.11666667	150.7333333	tiger shark	Galeocerdo cuvier	unprovoked	swimming				male	62	
1	1	1989	-33.86666667	151.2	wobbegong	Orectolobidae	provoked	diving	arm			male	19	
1	1	1989	-38.5	145.2666667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	30	1700
1	1	1989	-32	115.5166667	wobbegong	Orectolobidae	unprovoked	snorkelling	leg		other: teeth marks	male		1400
3	1	1989	-28.88333333	153.55	white shark	Carcharodon carcharias	unprovoked	boarding	torso		other: teeth marks	male	17	1600
4	3	1989	-17.96666667	122.2333333	tiger shark	Galeocerdo cuvier	provoked	snorkelling				male		1100
15	3	1989	-10.11666667	142.1333333	whaler shark	Carcharhinidae	provoked	spearfishing	thigh		minor lacerations	male	32	1630
9	3	1989	-35.63333333	138.4833333	white shark	Carcharodon carcharias	unprovoked	boarding	thigh		major lacerations	male	27	2015
13	8	1989	-28.78333333	153.5833333	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	17	0630
22	10	1989	-41.43333333	148.2666667	white shark	Carcharodon carcharias	unprovoked	boarding				male	17	1450
22	10	1989	-14.16666667	132.1833333	bull shark	Carcharhinus leucas	unprovoked	swimming	thigh		minor lacerations	female	31	
22	11	1989	-38.53333333	145.4666667	white shark	Carcharodon carcharias	unprovoked	boarding	thigh		minor lacerations	male	32	1930
2	11	1989	-28.03333333	153.4	bull shark	Carcharhinus leucas	unprovoked	swimming	calf		minor lacerations	male	10	1800
1	12	1989	-16.38333333	122.9166667	wobbegong	Orectolobidae	unprovoked	diving	"arm, hand"		other: teeth marks	male		
3	12	1989	-12.28333333	136.8166667	tiger shark	Galeocerdo cuvier	provoked	swimming	leg		minor lacerations	male	17	
10	4	1990	-28.15	153.5333333	tiger shark	Galeocerdo cuvier	unprovoked	boarding	other: uninjured			male	31	0600
6	4	1990	-28.18333333	153.55	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	29	
8	4	1990	-19.16666667	148.3833333	tiger shark	Galeocerdo cuvier	provoked	snorkelling	torso			male	36	1400
10	5	1990	-16.21666667	145.8833333	hammerhead shark 	Sphyrnidae	provoked	snorkelling	calf		abrasion	female	33	1200
10	5	1990	-16.21666667	145.8833333	hammerhead shark 	Sphyrnidae	provoked	snorkelling	"arm, hand"		other: teeth marks	male	44	1200
24	9	1990	-25.9	153.0833333	wobbegong	Orectolobidae	unprovoked	other: standing in water	foot		abrasion	male	13	0830
27	10	1990	-28.03333333	153.4	bull shark	Carcharhinus leucas	unprovoked	swimming	"leg, pelvic region"		major lacerations	male	26	2000
25	10	1990	-35.51666667	138.7666667	white shark	Carcharodon carcharias	unprovoked	boarding	foot		minor lacerations	male	20	1030
28	11	1990	-28	153.4166667	bull shark	Carcharhinus leucas	unprovoked	swimming	"arm, torso, pelvic region"		minor lacerations	male	26	1640
11	1	1991	-23.83333333	151.25			unprovoked	boarding	leg		minor lacerations	male	22	1745
4	1	1991	-38.26666667	144.65	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	other: uninjured			male	14	
5	1	1991	-33.51666667	151.3666667	dusky shark	Carcharhinus obscurus	unprovoked	snorkelling	other: uninjured			male	45	1500
19	1	1991	-28.03333333	153.4	bull shark	Carcharhinus leucas	unprovoked	swimming	"leg, pelvic region"		minor lacerations	male	29	0830
3	3	1991	-34.56666667	150.8666667	grey nurse shark	Carcharius taurus	provoked	diving	"arm, leg"		minor lacerations	male	18	1600
8	9	1991	-35.28333333	138.4333333	white shark	Carcharodon carcharias	unprovoked	diving	torso		major lacerations	male	19	1435
15	11	1991	-32.51666667	115.7	white shark	Carcharodon carcharias	unprovoked	boarding	leg		abrasion	male	14	
29	1	1992	-28.16666667	153.5333333	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	19	2000
10	2	1992	-24.86666667	152.35	tiger shark	Galeocerdo cuvier	unprovoked	boarding	other: uninjured			male	22	
7	3	1992	-27.98333333	153.3333333	bull shark	Carcharhinus leucas	provoked		other: uninjured			male	24	
10	3	1992	-38.28333333	144.6	white shark	Carcharodon carcharias	unprovoked	boarding	"leg, pelvic region"		minor lacerations	male	17	1130
25	8	1992	-34.25	135.1666667	white shark	Carcharodon carcharias	unprovoked	boarding	torso		minor lacerations	male	16	1750
1	10	1992	-27.08333333	153.4	white shark	Carcharodon carcharias	unprovoked	boarding			major lacerations	male	28	1430
5	1	1993	-20.05	148.8833333	whitetip reef shark	Triaenodon obesus	provoked	spearfishing	arm		minor lacerations	male	21	0900
1	4	1993	-40.93333333	146.9833333	white shark	Carcharodon carcharias	provoked	spearfishing	other: uninjured			male	32	
27	4	1993	-34.21666667	138.0166667	white shark	Carcharodon carcharias	provoked	spearfishing	calf		minor lacerations	male	60	1915
5	6	1993	-40.93333333	146.9833333	white shark	Carcharodon carcharias	unprovoked	diving	other: body not recovered			female	35	1100
9	6	1993	-28.63333333	153.6166667	white shark	Carcharodon carcharias	unprovoked	diving	torso		major lacerations	male	31	0930
21	11	1993	-17.96666667	122.2333333	tiger shark	Galeocerdo cuvier	provoked	diving			major lacerations	male	28	1600
10	12	1993	-23.36666667	150.5	whaler shark	Carcharhinidae	unprovoked	boarding	other: uninjured			male	13	
9	1	1994	-27.53333333	153.8333333	bull shark	Carcharhinus leucas	unprovoked	swimming	thigh		minor lacerations	male	22	1330
9	1	1994	-27.98333333	153.4166667	bull shark	Carcharhinus leucas	unprovoked	swimming	foot		minor lacerations	male		
2	2	1994	-37.31666667	139.8333333	wobbegong	Orectolobidae	provoked	fishing	foot		other: teeth marks	male	39	2000
4	4	1994	-27.93333333	153.4166667	whaler shark	Carcharhinidae	unprovoked	swimming	"arm, hand"		other: teeth marks	female		0945
3	11	1994	-38.46666667	144.8833333	wobbegong	Orectolobidae	provoked	diving	torso		other: teeth marks	male	23	
1	2	1995	-38.51666667	145.0833333	sevengill shark	Notorynchus cepedianus	provoked	diving				male	34	0730
27	2	1995	-35.53333333	138.6666667	wobbegong	Orectolobidae	unprovoked	boarding	foot		other: teeth marks	male	14	
11	3	1995	-32.08333333	132.9666667	white shark	Carcharodon carcharias	unprovoked	boarding	arm		minor lacerations	male	35	0730
21	3	1995	-33.85	151.2333333	bull shark	Carcharhinus leucas	unprovoked	boarding	other: uninjured			female	29	0700
9	4	1995	-37.05	149.9	wobbegong	Orectolobidae	unprovoked	diving	"arm, hand"		minor lacerations	male		
18	5	1995	-24.83333333	113.1333333	tiger shark	Galeocerdo cuvier	unprovoked	diving	other: uninjured			male	49	1000
11	9	1995	-33.88333333	120.6833333	white shark	Carcharodon carcharias	unprovoked	diving	torso		major lacerations	male	29	1500
11	10	1995	-25	152.8333333	tiger shark	Galeocerdo cuvier	unprovoked	other: standing in water	leg		minor lacerations	female	15	1500
10	11	1995	-29.53333333	153.3333333	bull shark	Carcharhinus leucas	provoked		thigh		other: teeth marks	male	35	
18	11	1995	-23.16666667	150.95	tiger shark	Galeocerdo cuvier	unprovoked	swimming	leg		minor lacerations	male	19	1600
31	12	1995	-33.55	151.2666667	bull shark	Carcharhinus leucas	unprovoked	swimming	arm		abrasion	male	24	1530
22	1	1996	-27.85	153.4	bull shark	Carcharhinus leucas	unprovoked	other: standing in water	calf		minor lacerations	female	13	1400
14	1	1996	-35.05	117.6833333	wobbegong	Orectolobidae	provoked	spearfishing	leg		other: teeth marks	male	40	1515
26	2	1996	-33.86666667	151.2	bull shark	Carcharhinus leucas	unprovoked	swimming	thigh		other: teeth marks	male	24	0130
4	2	1996	-31.51666667	159.05	galapagos shark	Carcharhinus galapagensis	provoked	other: standing in water	foot		minor lacerations	male	7	
5	3	1996	-23.43333333	151.9	whaler shark	Carcharhinidae	unprovoked	swimming	"arm, leg"		minor lacerations	female	47	0700
26	4	1996	-33.66666667	151.3	wobbegong	Orectolobidae	unprovoked	swimming	leg		other: teeth marks	female	16	
26	4	1996	-33.66666667	151.3	wobbegong	Orectolobidae	unprovoked	swimming	thigh		other: teeth marks	male	11	
6	6	1996	-38.41666667	145.0666667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	47	1730
19	9	1996	-32	115.5166667	wobbegong	Orectolobidae	unprovoked	other: standing in water	thigh		abrasion	male		
22	12	1996	-38.41666667	144.1833333	wobbegong	Orectolobidae	unprovoked	boarding	leg		other: teeth marks	female	12	
29	12	1996	-26.5	153	wobbegong	Orectolobidae	unprovoked	boarding	foot		minor lacerations	female	18	1800
20	1	1997	-20.25	148.9666667	tiger shark	Galeocerdo cuvier	unprovoked	snorkelling	leg		minor lacerations	male	27	1100
20	1	1997	-28.15	153.5333333	bull shark	Carcharhinus leucas	unprovoked	boarding	leg		other: teeth marks	male	8	1300
1	1	1997	-38.51666667	145.0833333	white shark	Carcharodon carcharias	unprovoked	unmotorised boating	other: uninjured			male	32	
